,Job Title,Location,Date,Link,Job Attributes,Job Description
11,PDC SOFTWARE ENGINEER II – ID# 220232,N/A,May 28,https://seattle.craigslist.org/see/sof/d/kihei-pdc-software-engineer-ii-id/7132133012.html,"
compensation: MONTHLY SALARY: Salary commensurate with qualifications

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


PDC SOFTWARE ENGINEER II – ID# 220232.  

Pacific Disaster Center.  Regular, Full-Time, RCUH Non-Civil Service position with the Pacific Disaster Center (PDC), located in Kihei, Maui, Hawai‘i. Telework is permissible with the Principal Investigator’s (PI) approval. Continuation of employment is dependent upon program/operational needs, satisfactory work performance, availability of funds, and compliance with applicable Federal/State laws. 

MONTHLY SALARY:   Salary commensurate with qualifications.  

DUTIES:  
•	Under the general supervision of the PDC Director of Information Technology, gathers and analyzes requirements, and co-authors design, development, testing, deployment, and maintenance of the PDC software solutions in support for the emergency management community.  
•	The software solutions may range from internet/intranet programming to the development of client/server applications, integration and deployment of applications, and interface designs using various technologies.  
•	Utilizes and follows source code version control system procedures and policies.  
•	Works with the System Support group to install tools, and configure development workstation and related server(s). 
•	Designs, implements, maintains, tests, and documents software solutions utilizing approved techniques and methods (e.g., Java, JavaScript, JavaServer Pages, JavaServer Pages Standard Tag Library (JSTL), Extensible Markup Language (XML), JavaScript Object Notation (JSON), Structured Query Language (SQL), HyperText Markup Language (HTML), Ant, JUnit, and/or other programming schemes).  Includes documentation of these activities, as appropriate. 
•	Analyzes and evaluates various solutions, enhancements, and constraints, and provides recommendations and Level of Effort (LOE) estimates for projects.  
•	Works with other PDC groups (e.g., development, systems, data, and analysis) developing, debugging, and troubleshooting software.  

PRIMARY QUALIFICATIONS: EDUCATION/TRAINING:  
•	Bachelor’s Degree in Computer Science, Mathematics, or a related field. 
•	(At least three (3) years of college-level coursework towards a Bachelor’s Degree in Computer Science, Mathematics, or a related field and at least one (1) year of related experience may substitute for a Bachelor’s Degree in Computer Science, Mathematics, or a related field.).  

EXPERIENCE:  
•	At least four (4) years of experience in software engineering and applications development and integration, and experience in the following specific fields: Relational Database Management System (RDBMS) (e.g., Oracle) including writing SQL and PL/SQL; Open Database Connectivity (ODBC) or Java Database Connectivity (JDBC) or Java Servlets; Web services including Eclipse or Websphere Rational Apps; Java 2 Enterprise Edition (J2EE) or JAVA servlets development process, testing, database design and deployment; Message Queue Software (e.g., WebSphere MQ); Unix or Linux System administration; and Integrated development environments (IDEs) (e.g., Eclipse).  
•	Up to one (0-1) year of experience in the following specified fields are required:  Transmission Control Protocol/Internet Protocol (TCP/IP) protocol and principles of object oriented programming.  

ABIL/KNOW/SKILLS:  
•	Good working knowledge of Relational Database Management System (RDBMS) (e.g., Oracle), including writing SQL and PL/SQL, and Open Database Connectivity (ODBC)/Java Database Connectivity (JDBC). 
•	Knowledge of webservices, including Eclipse or Websphere Rational Apps.  
•	Knowledge of principles of object-oriented programming, Java 2 Enterprise Edition (J2EE) or JAVA servlets development process, testing, database design, and deployment.  
•	Knowledge of Transmission Control Protocol/Internet Protocol (TCP/IP) protocol, Message Queue Software (such as Websphere MQ), Unix or Linux system administration. 
•	Proficient in object-oriented design and programming with demonstrated expertise in Java and related environments. 

POLICY AND/OR REGULATORY REQUIREMENTS:   As a condition of employment, employee will be subject to all applicable RCUH policies and procedures and, as applicable, subject to University of Hawai‘i's and/or business entity's policies and procedures.  Violation of RCUH's, UH's, or business entity's policies and/or procedures or applicable State or Federal laws and/or regulations may lead to disciplinary action (including, but not limited to possible termination of employment, personal fines, civil and/or criminal penalties, etc.).  

INQUIRIES:  Scott Okada 891-7922 (Maui)."
12,Software Product Owner,Kirkland,May 28,https://seattle.craigslist.org/est/sof/d/kirkland-software-product-owner/7131999886.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


Are you an experienced Product Owner looking for a new challenge and an opportunity to further advance your skills and career in a great working environment? 

WHAT'S THE JOB?

If you are a highly-motivated individual with a genuine interest in technology and a passion to deliver cutting-edge products, we have the perfect job for you! We are seeking a strong software Product Owner to work within our dream team environment in order to deliver sophisticated CNC vision functionality to our demanding customers.

WHY WORK HERE?

Your work here will help make a positive impact on society, and you’ll enjoy working in our casual and friendly environment, using our state of the art facilities and equipment. We’ll support your career development with training opportunities and our cultural focus on individual growth. You’ll love our excellent benefits package, including 100% premium-paid medical/dental/vision package and 401k with matching contributions. 

For additional benefits information, see our website. 

WHAT YOU NEED TO SUCCEED

We're working to create new innovations in our industry. You'll need to have an engaged and communicative mindset, paired with great people skills. Your ability to quickly understand, break down, and communicate complex problems will allow you to excel on our team. Your experience as a Product Owner in an Agile environment will help you transform stakeholder wishes into cutting edge solutions.

For a list of required and beneficial skills and experience, see the job description. 

OUR COMPANY

Micro Encoder Inc. (MEI), a wholly owned subsidiary of Mitutoyo Corporation, develops state of the art technologies and software that enhance people’s lives through-world leading metrology solutions. Our products are used to ensure quality in the automotive, aerospace, electronics, semiconductor, medical equipment, and machine tool industries. We are located in the beautiful Northwest in a modern well-equipped facility, and offer a challenging, team-oriented & casual work environment. We provide great benefits. We work hard, play hard, enjoy life, and have fun.

For more information about life at MEI, see our website.


Please apply for this position here.
 "
13,"Software Engineer - Contract/Contract to Hire (Java, Cloud, Big Data)","Kirkland, WA",May 28,https://seattle.craigslist.org/est/sof/d/kirkland-software-engineer-contract/7131777453.html,"
compensation: DOE

employment type: contract

","

QR Code Link to This Post


Software Engineer 
Contract/Contract to FTE
Kirkland, WA

Eastside client is looking for a software engineer to join their team.  For this role, some of the responsibilities will include identifying and troubleshooting customer issues, working with data pipelines, cloud services and solid OO development.  Ideally, you have experience with Java, AWS, EMR and big data.  

Requirements:
•	5+ years’ experience with solid OO development, including Java and C#
•	Cloud experience with AWS
•	Comfortable working with large amounts of data, data pipelines, etc.
•	Preference for Amazon EMR, Spark and big data experience
•	Work on various features and services
•	Comfortable identifying roadblocks and helping with solutions, bug fixes, etc.

For consideration, please send resumes to jeffr@triadgroup.com.  Prefer local engineers to Seattle that can work on W2.  

Jeff Roodhouse
TRIAD Group
jeffr@triadgroup.com
"
14,Entry Level Programmer & Application Support,Interbay Seattle,May 27,https://seattle.craigslist.org/see/sof/d/seattle-entry-level-programmer/7131499664.html,"
compensation: $20/hour to $25/hour depending on experience.

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


Looking for Entry Level Programmer for database and application support. (Not web development.) Looking for detail oriented, enthusiastic with knowledge of Microsoft Office and high skill level with MS Excel. Drug free environment. Full time employment with health and vacation benefits. Salary depending on experience.    "
15,Data Science Fellowship,N/A,May 27,https://seattle.craigslist.org/see/sof/d/seattle-data-science-fellowship/7131233361.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise

Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from heads of marketing of publicly traded companies to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 500 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship

The Pathrise Fellowship is a program for students and new grads that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry data scientists, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission

We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications

You want to work with an experienced advisor who can give you expert advice.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=seattledata&utm_medium=job_board "
16,Software Engineering Fellowship,N/A,May 27,https://seattle.craigslist.org/see/sof/d/seattle-software-engineering-fellowship/7131228078.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=seattleswe&utm_medium=job_board "
17,Senior Software Engineer - Connected Vehicle/OTA,N/A,May 26,https://seattle.craigslist.org/see/sof/d/seattle-senior-software-engineer/7130681870.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post



Pure Watercraft
Senior Software Engineer - Connected Vehicle/OTA
Job Label: Software Engineer - Connected Vehicle 2019-12
Pure Watercraft is creating revolutionary electric marine propulsion to ensure a future where boating will be clean, quiet, and powerful.  With your expertise and help we will provide the highest performance and most reliable outboard motor system available on the market.
Our ground-up proprietary electric propulsion system can replace millions of unreliable, expensive, and dirty gas marine motors worldwide. Our platform will also unlock totally new opportunities for users to interact with their boats and enhance performance, navigation, efficiency, safety, charging, maintenance, and security.
We are seeking to hire a Software Engineer to join our team. This position is a hands-on development role that will directly lead the evaluation of technologies across the complete IoT stack, and drive the design and development of our connected vehicle/telemetry applications for Pure Watercraft systems. Our engineering prototypes have already delivered more than 1,000 hours of high performance boating and we are gearing up for commercial launch. Check out this video to learn more about our revolutionary company:

Pure Watercraft is a startup company based on Lake Union in Seattle dedicated to revolutionize boating by building an innovative electric propulsion system that is clean and quiet without compromising power or range.
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
What You’ll ‘Mostly’ Do:


Architect, design and develop high-performing and reliable software components and applications:


Construct a system to collect telemetry data from systems in the field and for product support and improvement


Build an over-the-air update system to deploy firmware updates to systems in the field


Create mobile application(s) delivering advanced functionality to end-users and customers




Evaluate and propose IoT technology by either leading or implementing proof of concepts


Partner with our product manager to define system functional requirements, identify minimal viable product and decompose feature set into small scoped user stories


Research, assess and maintain new technology roadmap necessary for future enhancements of products


Protect intellectual property through patent disclosures and applications


Be a leader


Grow as a skilled person


What We Look For First:


BSEE, BSCS or Information technology degree or equivalent.


5-10 Years of Connectivity experience including a minimum 3-5 years in Telematics Connectivity System architecture and design experience.


Experience in troubleshooting complex systems and performance testing and tuning.


Full application / system Agile development lifecycle knowledge and experience.


Experience in secure coding practices including SSL, TLS, etc.


BLE, BT, and WiFi stacks


Knowledge of cybersecurity requirements and experience with vulnerability and penetration testing


Mobile Application development


Preferred Skills:
Strong leadership, management and technical skills to manage the external/internal suppliers/groups
Competencies and experience with:


Fast-growing startup company experience


Electric vehicle experience (e.g BMSs and Motor Controllers)


High power systems with voltages above 200V and currents above 50A


Experience with safety critical systems





        To apply for this position or refer someone you know, please use our online interview system managed by HireMojo.

    
Apply for this job
https://app.hiremojo.com/mojo/ce/480226632/Pure-Watercraft/Washington/Seattle/Senior-Software-Engineer?sourceType=9

        Once you have completed the interview, your information will be forwarded to the recruiting team for decisions on next steps.
    

Related Keywords: firmware, ARM, C++, rtos, mobile, telemetry, telematics, software, lead, architect, embedded, EV, aerospace, boats, boating, fishing, electric, motors, startup, watersports, environment, tesla, autonomous, vehicle, electronics, full stack, MEAN, mobile, UI/UX, database, security, automotive, CAN Communication, SAE J1939, Cortex-M, STM32, BMS

"
18,AR/VR Sound Designer | The World's Largest Social Network,N/A,May 26,https://seattle.craigslist.org/skc/sof/d/seattle-ar-vr-sound-designer-the-worlds/7130678150.html,"
compensation: Competitive

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/7ca54761/apply


HireArt is helping the world's largest social network find an AR/VR Sound Designer to be a pivotal part of creating immersive experiences, defining and raising the bar for AR/VR sound. The ideal candidate will have 3+ years' experience in audio production and experience working with Unreal, Unity, and Perforce. As AR/VR Sound Designer, you will: 
Design and implement custom sound for various AR/VR products and initiatives. 
Collaborate closely with existing team members to create unique sonic experiences using sound and music. 
Drive projects from inception to completion with little oversight. 
Execute in a fast-paced and highly fluid environment and collaborate with teams in other offices.


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/7ca54761/apply


Requirements

3+ years experience in audio production for games, primarily foley and sound design
Experience working with commercial audio middleware such as Wwise and FMOD
Experience working with Unreal, Unity, and Perforce
Excellent communication and interpersonal skills
Experience mixing games
Preferred Qualifications: Experience with VR audio, mobile platforms, and Nuendo Commitment: This is a full-time (40 hours per week), 7-month contract position through HireArt and based in Seattle, WA. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/7ca54761/apply

 "
19,Data Analyst,Bellevue,May 26,https://seattle.craigslist.org/est/sof/d/bellevue-data-analyst/7130674391.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


Affirma, five years in a row ranked ""Best Companies to Work for"" and ""Fastest Growing Companies"" in Washington is seeking a mid level Data Analyst to join our growing Data & Analytics team. This individual will support Affirma’s mission to provide exception value to our clients through analytics and data storytelling, including working with stakeholders to visualize, analyze, interpret, and govern their data.


Qualifications
•2-4 years experience working with and analyzing data in a professional capacity
•Bachelor’s degree or equivalent education and/or experience
•Advanced knowledge of a leading data visualization platform like Tableau or Power BI for creation of data models, visualizations, reports, and dashboards
•Experience retrieving, aggregating, and manipulating data from complex relational databases using T-SQL and other equivalent querying languages
•Demonstrated ability to guide individual and group stakeholder discussions and requirements gathering interviews
•Ability to understand and communicate technical concepts and requirements to business users and supporting IT groups
•Ability to work in a dynamic environment with some level of ambiguity to implement customer and project requirements with minimal supervision
•Driven by analytics and naturally curious to ask “why” and “what if”
•Excellent written and verbal communication with stakeholders, team members, and in documentation

Responsibilities
•Act as lead analyst on engagements, guiding from start to finish of the reporting lifecycle, including identifying and documenting business needs, recommending technologies and architectures, and building compelling and relatable data visualizations and reports
•Help clients gain insight and actionable outcomes from their data using a variety of tools and methods
•Balance shifting priorities, demands, and timelines while effectively communicating expectations to team members and stakeholders in a clear and timely fashion
•Provide technical and non-technical documentation of requirements, functional specifications, and presentations
•Provide thought leadership, best practices, and standards required to deliver effective, lasting, and easy-to-maintain solutions to clients
•Continuously grow depth and breadth of knowledge of leading data and analytics tools and principles

Preferred experience includes:
•Background in analytical field including computer science, statistics, mathematics, business, or information management
•Familiarity with statistical analysis, concepts, and languages, such as R and Python
•Understanding of the role of data governance and effective frameworks and strategies to establish and enforce it
•Experience conducting user trainings

Accountabilities and Measures
•Keeping our clients happy
•Working and collaborating well with internal and external team members
•Staying within project budget targets
•Adhering to billable and un-billable policies

Why Affirma?
•One of Washington's Fastest Growing Private Companies & Top 100 Best Companies to Work For (According to Seattle Business Magazine and Puget Sound Business Journal)
•Casual environment, surrounded by incredibly intelligent and motivated co-workers, and a performance-driven culture
•Flexible Schedule
•Opportunity for growth
•Great location, great people, exciting projects, and tons of fun.

Sound like a fit?  Visit https://www.affirmaconsulting.com/jobs/ and submit your resume and application using the job opening ID # 1023!    "
20,"Engineering Program Specialist, Hardware | $45 - $51 per hour",N/A,May 26,https://seattle.craigslist.org/skc/sof/d/seattle-engineering-program-specialist/7130671796.html,"
compensation: $45 - $51 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/4b12ce76/apply


HireArt is helping the world's largest social network find an Engineering Program Specialist, Hardware to help oversee operations related to the design and release of AR/VR products. The ideal candidate will have 2+ years' experience as an engineering program specialist and excellent cross-functional communication skills. As Engineering Program Specialist, Hardware, you will: 
Coordinate with other teams to create and handle bill of materials, part numbers, and release design and drawings documentation.
Create purchase requisitions, maintain invoice tracking and goods receipts against spend, and forecast budget.
Assist with third-party contractors, including adding vendors to system and guiding them through onboarding steps.
Assist technical program managers in driving cross-functional sign-off process.
Communicate with vendors regarding PO/invoices, material requirements, and delivery schedules.
Support build matrix for engineering builds, working with engineers and vendors to manage day-to-day build activities and ocumenting and communicating local build progress.
Travel to support proto-builds at contract manufacturer local and overseas, as needed.
Review clear-to-build reports, resolve material shortage issues, and follow up with technical project management and engineering teams.
Create, handle, and process engineering change orders, manufacturer change orders, and deviations work on multiple projects simultaneously.
Track shipments and work with CM on shipment schedule from factory.
Work with internal device distribution and security team for prototype allocation/tracking and recall/rework.
Part and assembly-level tracking (e.g. CAD release, 2D drawing release, and revision tracking) as needed. 
Change control board tracking; issue organization and tracking; production requirement document coordination; and KPI task tracking as needed.
Create and maintain product development process templates as needed.


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/4b12ce76/apply


Requirements

2+ years experience as an Engineering Program Specialist in consumer electronics environment
Experience in new product introduction hardware development and collaboration with contract manufacturers in Asia
Experience in creating and tracking bill of materials and build matrix by working with engineering, technical project managers, and product life cycle team to complete design releases and clear-to-build tracking.
Excellent cross-functional communication skills across time-zones and management of shifting priorities.
Preferred Qualifications: 
Bachelor's degree in engineering, science, physics, or equivalent experience
5+ years experience as an Engineering Program Specialist in a consumer electronics environment
Commitment: This is a full-time (40 hours per week), 6-month contract position through HireArt and based in Seattle, WA. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/4b12ce76/apply

 "
21,Senior Data / ETL Engineer - Remote,Seattle,May 20,https://seattle.craigslist.org/see/sof/d/seattle-senior-data-etl-engineer-remote/7127497382.html,"
compensation: DOE - Competitive

employment type: contract

","

QR Code Link to This Post


We’re working with one of our favorite partners on a significant data initiative, and are searching for strong and experienced Data / ETL engineers to join the team. You’ll be closely integrating with our client and helping to improve data ingestion, reporting, business intelligence, and ETL performance and reliability.

What you’ll be doing:

Building and migrating complex ETL pipelines into Redshift clusters
Understand the design of existing pipelines and data sources, and integrate with those as needed
Work with product teams and analysts to gather and understand data requirements, and work with engineering teams to build high-quality data pipelines
Design and build data models to support both Tableau and ad-hoc data queries
Optimize ETL performance and reliability
Understand business goals and data well enough to be able to check the reasonability of data sources
Work well with team members, and be willing to ask for help rather than getting stuck on your own

What you bring to the table:

6+ years of experience as a Data Engineer or similar, building and maintaining ETL pipelines
Significant experience modeling complex data sets
Extensive experience with ETL pipelines into Amazon Redshift
Experience in Python and/or other data ingestion languages and tools
Experience working with complex data in fast moving and scaled environments
Strong collaboration and communication skills; you function well autonomously with drive and self-direction, but you’re also comfortable being part of a team and working in partnership with your colleagues
You are reliable, responsible, consistent, nice, and passionate about what you do

This is a remote consulting opportunity, based in the Puget Sound. Unfortunately at this time we are not able to provide sponsorship for employment and request no agency submissions. Thank you!

We’re Rooster Park (http://www.roosterpark.com/), and we’re passionate about matching your dreams with our partners' needs. We're an equal opportunity employer who celebrates diversity, and chooses to work with similarly open-minded clients. We pay competitively and have excellent healthcare and other benefits.
"
22,"Gamification Specialist for Consumer Tech Company, part-time, remote",Seattle,May 20,https://seattle.craigslist.org/see/sof/d/boulder-gamification-specialist-for/7127405272.html,"
compensation: $50-$100 per hour based on relevant experience

employment type: part-time

telecommuting ok

","

QR Code Link to This Post


Orthogenesys (www.orthogenesys.com) is an early-stage, direct-to-consumer technology company that specializes in preventive and rehabilitation products and services. We create products designed to provide effective and individualized exercise solutions for consumers over age 55 looking to regain, recover or improve their current state of musculoskeletal and/or cardiovascular health. Our Fit Cycles share a unifying hardware platform but use different and highly specialized software solutions tailored to the physical health needs of each of the markets they have been developed for. 

Every Fit Cycle is a unique integration of patented hardware that incorporates bluetooth enabled sensors, which measure progress throughout the rehab process, and artificial-intelligence-powered coaching software that guides the user through personalized exercise protocols. The A.I. in our device is designed to be fun, interactive and motivational. It gives ongoing encouragement and feedback, and brings the addictive nature of digital games into the user experience to stimulate a high level of compliance. The exercises and game-based features programmed into the Fit Cycle apply gamification techniques to enhance and optimize the pain-recovery and/or physical-health goals of our consumer base. 

We are currently looking for a remote Gamification Specialist who is well-versed in game design patterns, principles, models and methods, and who can apply their expertise in gamification and behavior design to the unique products we have developed. 

Roles & Responsibilities

We are specifically looking for a candidate who can conceptualize our user experience through implementing and integrating the mechanisms and techniques of gamification into the software and hardware of our product. Ideally, you will have seasoned experience as a game designer, and you have a working knowledge of game design elements when successfully applied in consumer-based technologies/products. You have hands-on experience in the digital space with: leaderboards, badges, enduring play, puzzles, game show-like enhancements, clear goals, different game styles, personas, etc.

It is most important that you know how to “think”/visual/build games through, and that you have direct and applied knowledge of the motivational mechanisms underlying gamification-oriented products that drive user/consumer-engagement. Understanding how to execute and improve upon the techniques of gamification as they relate to chaining certain behaviors and/or habits between our consumer-base and the Fit Cycles they are interacting with is a core requirement of this position.

Examples of game design proficiency we are looking for can be seen in Wii Fit, PlankPad, StealthCore Trainer, Vi Personal Trainer, VZFit, FitBit, CandyCrush, DuoLingo, etc.

Requirements: 

- 5+ years of experience with gamification or behavioral design in the digital space, or as a game designer
- A portfolio of games or gamification work done with you as a primary contributor; preference will be given to candidates who have applied gamification techniques to adults 55+
- Working knowledge of multiple technology platforms, softwares, systems, and brands
- Experience with ehealth, exogaming, self-improvement and/or consumer-driven health apps and softwares, a plus
- Available to scale hours, starting at about 5-15 hours per week with potential to become full-time for the right fit  

Now a little bit about me: my name is Michael Bissonnette I am a serial entrepreneur who has founded and grown my last two companies into international public companies, including my most recent local company AeroGrow International. Please review my background at www.directpublicfunding.com

Currently out of retirement, I have helped a high-tech medical rehab company raise $30 million and bring an extraordinary new product to the market (see romtech.com for details). I am also the president of RomTech.

As a seasoned marketer, I saw the huge potential of using this same technology to develop a lower cost product with more customized features tailored for the consumer market.

As a spin off from RomTech, I founded OrthoGenesys and filed 6 patents on 2 revolutionary new consumer rehab/medical products. We have built prototypes and are currently working on manufacturing and a go-to-market strategy. 

For the right candidate, this is a long-term position with tremendous growth potential.  Compensation is competitive and is based on experience, accomplishments, and proven success.  

Qualified candidates, please respond and include:

- A cover letter detailing why you are the ideal fit for this job and your current pay requirements
- An up-to-date resume
- A few examples of products you have worked on

Finally, openness, honesty, and candidness are qualities we respond to—as opposed to framing things in the right way with the right words. Please be who you are and let the dice roll.
"
23,Data Science Fellowship,N/A,May 19,https://seattle.craigslist.org/see/sof/d/seattle-data-science-fellowship/7127061497.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise

Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from heads of marketing of publicly traded companies to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 500 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship

The Pathrise Fellowship is a program for students and new grads that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry data scientists, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission

We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications

You want to work with an experienced advisor who can give you expert advice.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=seattledata&utm_medium=job_board "
24,Software Engineering Fellowship,N/A,May 19,https://seattle.craigslist.org/see/sof/d/seattle-software-engineering-fellowship/7127059394.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=seattleswe&utm_medium=job_board "
25,Voice User Interface Designer | $115 - $124 per hour,Redmond,May 19,https://seattle.craigslist.org/skc/sof/d/seattle-voice-user-interface-designer/7126864918.html,"
compensation: $115 - $124 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/258daa3f/apply


HireArt is helping the world's largest social network find a Voice User Interface Designer to concept and create spoken language interfaces and solutions for consumer facing products. The ideal candidate will have 10+ years' relevant experience, including building user-centric conversation experience and working with voice talent. As Voice User Interface Designer, you will: 
Work closely with linguists to create scalable ontologies and guidelines that inform natural language systems.
Create natural dialogue flows, wireframes, and templates that clearly convey a conversation architecture to engineering teams.
Collaborate with project managers, engineers, the art team, researchers, and content strategists to oversee the user experience of a product from conception until launch (and then some).
Design end-to-end flows and mock-ups and individually contribute to the feature set.


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/258daa3f/apply


Requirements

Bachelor's degree
10+ years' of relevant industry experience
Experience building user-centric conversation experiences, specifically voice and chat
Experience designing and tuning directed dialog and natural language speech grammars
Knowledgeable about the differences between written and spoken natural language, as well as multimodal inputs
Expertise working with voice talents
Familiar with Sketch, prototyping, and voice design
Ability to work cross-functionally across teams
Commitment: This is a full-time (40 hours per week), 7-month contract position through HireArt and based in Redmond, WA. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/258daa3f/apply

 "
